Plot ID,S. no,Species,Leaf wet mass,Above ground mass,Stem mass,Root mass,Stem length,Root length,Root % lost,Species ID,Comments 02,Comments 01
VG1,S2,S2,0.5,2.18,0.69,0.39,16.6,9.5,,,,Unidentified. A small portion of the root was lost while sampling.
VG1,S3,S3,0.21,0.76,0.29,0.09,18,5.2,,,,
VG2,S1(1),S1,NA,5.59,1.29,6.82,28.4,35.8,,GarMor,,Garcinia sp. Mostly dried. So leaf traits could not be measured. Small portion of root lost while sampling.
VG2,S1(2),S1,NA,5.56,4.36,7.9,37.4,35.5,,GarMor,,Garcinia sp. Mostly dried. So leaf traits could not be measured. Small portion of root lost while sampling.
VG3,S1(1),S1,NA,1.73,1.13,1.83,30,17.4,,NotBed,Galaxy J6: 20201215_091030,Unidentified.
VG3,S1(2),S1,NA,6.44,5.59,6.57,22.6,22.5,,NotBed,,Small portion of the root was lost while sampling.
VG3,S1(3),S1,NA,2.25,1.81,2.01,42,34.4,,NotBed,,
VG3,S2(1),S2,NA,0.38,0.2,0.26,16,15.4,,ClaDen,Galaxy J6: 20201215_091042,Curry leaf like species.
VG3,S2(2),S2,NA,0.6,0.51,1.19,22,19.2,,ClaDen,,
VG3,S2(3),S2,NA,0.54,0.38,0.72,19,14.8,,ClaDen,,
VG4,S1,S1,1.78,5.36,3.57,1.65,40,15,,,"Galaxy J6: 20201214_111534, 20201214_111541, 20201214_111551",Unidentified. Herbivored leaves. Close to 1/4rd of the leaf was lost while sampling.
VG4,S2(1),S2,NA,0.58,0.29,0.18,19.8,7.8,,PsyNig,,Psychotria nigra. Mostly dried. So leaf traits could not be measured.
VG4,S2(2),S2,NA,0.42,0.27,0.08,16.5,9 + 7,,PsyNig,,Mostly dried. So leaf traits could not be measured. Branched roots
VG4,S3,S3,NA,0.64,0.32,1.28,15.2,19.8,,uk,,Mostly dried. So leaf traits could not be measured.
VG4,S4,S4,NA,2.17,1.37,0.44,37.5,9.5,,uk,,Mostly dried. So leaf traits could not be measured. Nearly 1/2 of the root was lost while sampling.
VG5,S1,S1,0.33,3.42,2.14,0.77,22.4,5 + 8,,PsyNig,,Psychotria nigra. Branched root. Small portions of root was lost while sampling.
VG5,S2,S2,0.07,0.87,0.48,0.41,21.2,15.8,,,"Galaxy J6: 20201212_091920, 20201212_091959, 20201212_092006",Unidentified.
VG5,S3,S3,0.61,2.68,1.16,1.27,27.6,19.6,,,"Galaxy J6: 20201212_092023, 20201212_092055, 20201212_092105",Unidentified.
VG5,S4,S4,NA,3.5,1.89,2.54,34,22.2,,,"Galaxy J6: 20201212_092123, 20201212_092211, 20201212_092218","Unidentified. A small portion of the root was while sampling. Sample dried before analysis,"
VG5,S5,S5,0.45,8.02,4.55,4.45,32,17.8,,,"Galaxy J6: 20201212_092237, 20201212_092249, 20201212_092300",Unidentified. Nearly 2/3rd of the root was lost while sampling.
VG5,S6,S6,0.97,8.68,3.91,5.13,30.2,28,,,"Galaxy J6: 20201212_092327, 20201212_092336, 20201212_092347",Unidentified.
VG6,S1,S1,0.42,1.47,0.49,0.49,21.4,9.8,,,"Galaxy J6: 20201215_104222, 20201215_105219, 20201215_105235",Unidentified.
VG6,S2,S2,1.39,5.56,1.68,1.73,17.5,13.6 + 5.8,,,"Galaxy J6: 20201215_105303, 20201215_105312, 20201215_105323",Unidentified. Branched root.
VG6,S3,S3,0.78,3.51,2.01,1.17,42.4,18.6,,,"Galaxy J6: 20201215_105352, 20201215_105405, 20201215_105419",Unidentified.
VG6,S4,S4,0.47,1.84,0.65,1.12,16,11.6,,,"Galaxy J6: 20201215_105509, 20201215_105553, 20201215_105622",Unidentified.
VG6,S5,S5,1.71,4.39,1.96,2.14,28.4,25.4,,,"Galaxy J6: 20201215_105633, 20201215_105811, 20201215_105817",Unidentified.
VG6,S6,S6,1.03,9.91,4.36,9.47,22.6 + 6.5,20.4,,SymRac,"Galaxy J6: 20201215_105836, 20201215_110027, 20201215_110048",Simplocos sp? Stem broken. 2/3rd of root was lost while sampling.
VG7,S1,S1,0.59,3.65,1.53,2.25,21.4,10,,,"Galaxy J6: 20201215_124925, 20201215_124948, 20201215_124959",Unidentified. Nearly 2/3rd of the root was lost while sampling.
VG7,S2,S2,0.46,2.85,1.66,0.72,35,18.2,,,"Galaxy J6: 20201215_125047, 20201215_125104, 20201215_125114",Unidentified.
VG7,S3,S3,0.2,1.28,0.73,0.45,29.2,11.2,,,"Galaxy J6: 20201215_125154, 20201215_125208, 20201215_125219",Unidentified.
VG7,S4,S4,NA,1.98,1.22,0.43,24. 6 + 21.2,15,,,"Galaxy J6: 20201215_125249, 20201215_125358, 20201215_125406",Unidentified. Mostly dry. So leaves traits can't be measured. Branched stem
VG7,S5(1),S5,0.19,1.35,0.51,0.68,11,16.4,,PsyNig,"Galaxy J6: 20201215_130214, 20201215_130230, 20201215_130240",Psycotria nigra
VG7,S5(2),S5,NA,13.78,7.43,5.05,40.2,25,,PsyNig,,Mostly dry. So leaves traits can't be measured.
VG7,S5(3),S5,NA,5.13,2.46,1.41,31,19,,PsyNig,,Mostly dry. So leaves traits can't be measured.
VG8,S1,S1,0.62,2.85,0.69,2.76,14.6,17.2,,,"Galaxy J6: 20201215_183721, 20201215_183731, 20201215_183745",Unidentified.
VG8,S2(1),S2,1.01,3.04,1.02,1.22,19.8,15,,,"Galaxy J6: 20201215_183802, 20201215_183809, 20201215_183817",Unidentified.
VG8,S2(2),S2,0.18,1.08,0.48,0.42,17,11.5,,,,
VG8,S3(1),S3,0.98,2.8,1.32,1.72,24.5,17.5,,,"Galaxy J6: 20201215_183859, 20201215_184920, 20201215_183944",Unidentified
VG8,S3(2),S3,0.17,1.57,1.14,4.06,33.5,22.2,,,,
VG8,S4,S4,0.52,3.72,2.67,3.46,23,23.2,,,"Galaxy J6: 20201215_183959, 20201215_184007, 20201215_184016",Unidentified. A small portion of the root was lost while sampling.
VG9,S1,S1,0.85,1.26,0.41,0.58,9,19.2,,,"Galaxy J6: 20201215_194705, 20201215_194725, 20201215_195047",Unidentified.
VG9,S2,S2,0.04,0.29,0.1,0.08,11.6,6.5,,,"Galaxy J6: 20201215_194439, 20201215_194630, 20201215_194647",Unidentified.
VG9,S3,S3,0.85,3.33,1.26,1.45,24,17,,,"Galaxy J6: 20201215_194705, 20201215_194725, 20201215_195047",Unidentified. A small portion of the root was lost while sampling.
VG9,S4(1),S4,0.23,0.91,0.42,1.19,18.4,11.4 + 8.8,,,"Galaxy J6: 20201215_200131, 20201215_200139, 20201215_200200",Unidentified. Broken root. A small portion of the root was lost while sampling.
VG9,S4(2),S4,0.12,0.71,0.52,0.52,24.5,17.6,,,,
VG9,S4(2),S4,NA,1.3,0.67,1.84,28.6,28,,,,Mostly dry. So leaf traits could not be measured.
VG10,S1,S1,0.76,3.49,1.39,1.93,21.5,22.5,,,"Galaxy J6: 20201216_073517, 20201216_073525, 20201216_073538",Unidentified. Most leaves were mildy herbivored.
VG10,S2,S2,0.22,1.28,0.62,0.84,14.6,12,,,"Galaxy J6: 20201216_073547, 20201216_073600, 20201216_073624",Unidentified. A small portion of the root was lost while sampling.
VG10,S3,S3,0.52,1.92,1.34,0.77,24.5,12.8,,SymRac,"Galaxy J6: 20201216_073823, 20201216_073846, 20201216_073857",Simplocos sp? A small portion of the root was lost while sampling.
VG10,S4,S4,NA,1.97,1.17,1.57,28.4,20.4,,ClaDen,"Galaxy J6: 20201216_073910, 20201216_073917, 20201216_073923",Curry leaf like. Mostly dry. So leaf traits could not be measured.
DG1,S1,S1,0.29,1.76,1.28,0.54,37.5,7.3,,,"honor 9 lite: 20201218_114412, 20201218_114424",unidentified. 
DG1,S2,S2,0.26,2.35,1.74,2.47,34.3,26.2,,,"honor 9 lite: 20201218_115544, 20201218_115207, 20201218_114909",unidentified. Wavy leaf margin
DG1,S3,S3,1.78,4.82,2.73,0.99,29.6,13.2,,,"honor 9 lite: 20201218_115940, 20201218_120301, 20201218_120308",Unidentified. Fragrant odour from stem.
DG1,S4,S4,1.19,5.85,1.69,1.28,32.5,15,,,"honor 9 lite: 20201218_121115, 20201218_121319, 20201218_121331",unidentified
DG1,S5,S5,0.56,3.71,1.58,0.16,30.4,1,,,"honor 9 lite: 20201218_121921, 20201218_122250, 20201218_122255",unidentified. A large portion of the root was lost while sampling
DG1,S6 (1),S6,0.58,2.49,0.96,0.32,15,7.7,,PsyNig,,Psychotria
DG1,S6 (2),S6,0.21,1.01,0.49,0.1,11,6.2,,PsyNig,,Psychotria
DG2,S1,S1,1.05,6.12,2.62,4.2,28,28.8,,,"honor 9 lite: 20201218_131432, 20201218_131932, 20201218_131940",unidentified
DG2,S2 (1),S2,0.04,1.84,1.09,2.09,30.2,25.2,,,"honor 9 lite: 20201218_132458, 20201218_133016, 20201218_133027",unidentified.wavy margin. Herbivored leaves. Only 1 leaf scanned.
DG2,S2 (2),S2,0.29,2.89,1.72,1.32,34.4,19,,,"honor 9 lite: 20201218_134022, 20201218_134044, 20201218_134054",unidentified.
DG2,S2 (3),S2,0.38,3.57,1.87,1.78,24.6,12.5,,,,unidentified
DG2,S2 (4),S2,0.32,5.1,3.87,2.99,46,15.5,,,,unidentified. Herbivored and diseased leaves. A portion of the root was lost while sampling
DG2,S2 (5),S2,0.19,1.98,1.35,0.81,32.4,14.2,,,,unidentified. Herbivored leaves.
DG2,S2 (6),S2,0.14,1.35,0.8,0.77,27.5,15.6,,,,unidentified
DG2,S3,S3,0.65,3.25,1.83,1,36.2,12.4,,,"honor 9 lite: 20201218_142911, 20201218_143145, 20201218_143153",unidentified.
DG2,S4,S4,0.23,1.25,0.79,0.56,31.5+22,13.3,,,"honor 9 lite: 20201218_143456, 20201218_143543, 20201218_143619",unidentified. 
DG2,S5,S5,0.51,1.49,0.62,0.16,23.1,6.2,,Cin,"honor 9 lite: 20201218_144226, 20201218_144244, 20201218_144250",Cinnamomum spp.
DG2,S6,S6,0.1,0.68,0.31,0.22,14.2,10,,,"honor 9 lite: 20201218_144738, 20201218_144911, 20201218_144922",Simplocose spp?
DG2,S7,S7,0.24,0.76,0.37,0.38,10.2,9.5,,,"honor 9 lite: 20201218_145541, 20201218_145621, 20201218_145637",unidentified.
DG2,S8,S8,0.25,1.07,0.5,12.6,0.13,6.3,,PsyNig,,Psychotria nigra
VG13,S1,S1,0.28,1.84,0.78,0.25,21.5,8.9,,,,unidentified
VG13,S2,S2,1.74,11.14,5.88,2.76,39.5,15.8,,,,unidentified olea dioeca?
VG13,S3,S3,NA,2.19,1.39,0.67,21.3,19.7,,PsyNig,,Psychotria nigra. Leaves diseased and herbivored so not measured
VG13,S4,S4,0.25,0.87,0.38,0.4,12.3,9.9,,,,unidentified
VG11,S1(1),S1,3.44,13.03,6.11,6.28,36.9,34.1,,,,morpho 1
VG11,S1(2),S1,1.23,12.5,7.12,2.75,46.1,30,,,,morpho 1
VG12,S1,S1,1.73,6.48,2.2,1.57,18.8,13,,PsyNig,,Psychotria nigra
VG12,S2,S2,0.52,3,3.88,1.69,32.5,14.2,,,,"morpho 1 , single leaf on the plant"
VG12,S3(1),S3,NA,2.42,2.94,1.72,38.2,9.7,,DimLon,,"Dimocarpus longan , only one leaf good to measure"
VG12,S3(2),S3,0.48,5.25,2.96,2.23,23.6,17.9,,DimLon,,
VG12,S3(3),S3,0.32,5.53,1.87,1.94,30.1,9.4,,DimLon,,most part of root lost while sampling
VG12,S3(4),S3,0.32,1.38,0.53,0.41,13.4,8.8,,,,
DG9,S1,S1,0.85,4.55,1.91,1.77,30.5,15.3,,,"Realmeone: IMG20201221125836, IMG20201221125858",unidentified. Root half lost.
DG9,S2,S2,NA,0.77,0.4,0.42,19.5,15.4,,,"IMG20201221132206, IMG20201221132139",unidentified.
DG9,S3,S3,0.38,3.23,1.55,1.47,23.7,10.5,,,,"unidentified. Stem has minor branches, root half broken off"
DG9,S4(1),S4,0.38,1.69,0.62,0.77,15.6,12.7,,GarMor,,"Garcinia, yellow sap"
DG9,S4(2),S4,1.07,4.92,1.23,1.92,21.1,19.1,,GarMor,,
DG9,S5(1),S5,1.38,6.57,2.36,0.62,22.6,14.6,,PsyNig,,Psychotria nigra
DG9,S5(2),S5,NA,1.71,0.54,0.58,9.3,14.4,,PsyNig,,leaves herbivored
DG9,S5(3),S5,NA,1.41,0.51,0.19,10.8,8.6,,PsyNig,,leaves herbivored
DG9,S5(4),S5,0.48,1.86,0.75,0.16,14.8,7.6,,PsyNig,,NA
DG3,S1,S1,0.58,2.56,1.22,NA,28,NA,,,"Galaxy J6: 20201221_175050, 20201221_175106, 20201221_175123",Unidentified. Root lost while sampling.
DG3,S2,S2,0.31,1.1,0.51,0.28,23.2,9.8,,,"Galaxy J6: 20201221_175147, 20201221_175201, 20201221_175218",Unidentified. A small portion of root lost while sampling.
DG3,S3,S3,0.19,2.42,1.5,0.59,38.6,12.7,,,"Galaxy J6: 20201221_175321, 20201221_175350, 20201221_175405",
DG3,S4(1),S4,0.72,3.38,1.42,0.27,18,5.2,,,"Galaxy J6: 20201221_175501, 20201221_175515, 20201221_175525",
DG3,S4(2),S4,0.39,1.47,0.48,0.47,9.3,10.9,,,,
DG3,S4(3),S4,0.72,5.48,3.79,1.14,32.4,6.4,,,,"major part of root lost, majority of leaves herbivored"
DG3,S4(4),S4,1.39,5.11,2.37,0.86,20.5,11.8+4.7,,,,"one leaf dried, root branched"
DG3,S4(5),S4,0.58,2.21,0.88,0.39,13.7,12.9,,,,
DG3,S4(6),S4,0.41,1.82,0.71,0.45,13.6,12,,,,
DG3,S4(7),S4,NA,5.32,2.97,1.82,27.1,27.1,,,,
DG4,S1(1),S1,1.08,4.51,1.62,0.45,14.8,5.5,,,"Galaxy J6: 20201223_225835, 20201223_225842, 20201223_225852",
DG4,S1(2),S1,NA,1.11,0.7,0.29,17,9 + 3.2,,,,Leaves dried. Root branched
DG4,S1(3),S1,NA,10.43,5.25,1.29,40.5,11,,,,Leaves dried. Over 1/3rd of root lost while sampling
DG4,S2(1),S2,NA,3.05,1.41,1.21,29,15.8,,,"Galaxy J6: 20201223_224213, 20201223_224247, 20201223_224307",Leaves dried.
DG4,S2(2),S2,NA,4.88,3.06,2.33,18.8 + 12.6 + 14.4,16.2,,,,Leaves dried. Near to half of the root was lost while sampling. Branched stem.
DG4,S3,S3,0.54,2.39,1.09,0.84,31.2,12.6 + 4.2,,,"Galaxy J6: 20201223_224403, 20201223_224411, 20201223_224419",Leaves dried. Branched roots.
DG4,S4,S4,NA,NA,0.35,0.41,25.8,10,,,,Leaves dried. No leaves.
DG5,S1,S1,0.73,7.34,3.11,1.14,31.5,4.8 + 3.6,,,"Galaxy J6: 20201224_170522, 20201224_170549, 20201224_170608",Unidentified. Broken roots
DG5,S2,S2,0.05,0.55,0.15,0.09,12.2,12.4,,Syz,"Galaxy J6: 20201224_171242, 20201224_171258, 20201224_171346",Syzygium sp.
DG5,S3,S3,0.27,1.38,0.5,0.27,14.8,7.2,,SymRac,"Galaxy J6: 20201224_171357, 20201224_171406, 20201224_171413",Unidentified. Simplocos sp?
DG5,S4(1),S4,0.88,2.95,1.43,0.96,29.6,12.8,,,"Galaxy J6: 20201224_171448, 20201224_171455, 20201224_171508",Unidentified. A very small portion of the root was lost while sampling.
DG5,S4(2),S4,NA,1.47,0.98,0.87,27,11.8,,,,A small portion of the root was lost while sampling. Dried leaves.
DG5,S5,S5,0.12,1.08,0.71,0.62,15.5,18.2,,,"Galaxy J6: 20201224_171631, 20201224_171559, 20201224_171547",Unidentified.
DG7,S1(1),S1,NA,2.04,1.51,1.55,27,18.2,,,"Galaxy J6: 20201224_185506, 20201224_185514, 20201224_185529",Unidentified. Dried leaves
DG7,S1(2),S1,NA,1.17,0.61,1.24,17.2,20,,,,Dried leaves
DG7,S1(3),S1,NA,1.83,0.83,1.77,18.8,19,,,,Nearly 1/3rd of the root was lost while sampling. Dried leaves
DG7,S1(4),S1,NA,2.69,2.44,1.71,15.2,15.6,,,,A small portion of the root was lost while sampling. Dried leaves.
DG7,S2,S2,NA,2.55,2.27,1.22,44.5,15,,,"Galaxy J6: 20201224_185725, 20201224_185701, 20201224_185654",Unidentified. Dried leaves
DG8,S1,S1,NA,3.3,1.37,1.37,38.2,24.8,,,"Galaxy J6: 20201224_204749, 20201224_204801, 20201224_205820",Unidentified. Dried leaves
DG8,S2,S2,NA,3.3,1.97,1.01,33 + 12.8,9.6,,,"Galaxy J6: 20201224_205221, 20201224_205231, 20201224_205242",Unidentified. Dried leaves. Branched stem. Major portion of root lost while sampling
DG8,S3(1),S3,NA,1.89,0.99,1.61,32,19,,,"Galaxy J6: 20201224_205314, 20201224_205308, 20201224_205314",Unidentified. Dried leaves
DG8,S3(2),S3,NA,1.15,0.6,1.15,24,15.6,,,,Dried leaves. A small portion of the root was lost while sampling. Dried leaves.
DG6,S1(1),S1,NA,3.34,1.86,1.26,28.2,20,,,Galaxy J6: 20201225_105525,Unidentified. Dried leaves.
DG6,S1(2),S1,NA,5.7,3.17,1.68,34,15.2,,,,Dried leaves.
DG6,S1(3),S1,NA,0.64,0.24,0.18,11.2,11.8,,,,Dried leaves.
DG6,S1(4),S1,NA,1.29,0.47,0.28,13.6,12.2,,,,Dried leaves.
DG6,S1(5),S1,NA,7.08,3.63,1.73,40.6,16.2 + 16.6 + 11.4,,,,Dried leaves. Branched stem.
DG6,S2,S2,NA,5.59,2.54,1.38,34.5,16,,,Galaxy J6: 20201225_105544,Unidentified. Dried leaves.
DG6,S3(1),S3,NA,0.9,0.55,0.44,18.6,11.5 + 6.6,,,"Galaxy J6: 20201225_105554, 20201225_1055600",Unidentified. Dried leaves. Branched roots.
DG6,S3(2),S3,NA,0.86,0.26,0.75,16.6,19,,,,Dried leaves. A very small portion of root was lost while sampling.
DG6,S3(3),S3,NA,0.28,0.12,0.09,13,12.2,,,,Dried leaves.
DG6,S4(1),S4,0.41,2.07,0.72,0.91,25.8,23.8,,,"Galaxy J6: 20201225_105641, 20201225_105652, 20201225_105659",Unidentified. 
DG6,S4(2),S4,0.47,3.16,1.8,1.11,39 + 4,23.2,,,,Stem broke while sampling.
DG6,S4(3),S4,NA,4.87,3.07,1.9,26.6,23.4,,,,Dried leaves.
VG14,S1,S1,0.3,1.39,0.87,0.73,15,13.4,,,"Galaxy J6: 20201228_105318, 20201225_105333, 20201225_105349",Unidentified.  A small portion of root was lost while sampling.
VG14,S2(1),S2,NA,1.04,0.35,1.54,27.5,11.2,,,"Galaxy J6: 20201228_105409, 20201225_105419",Unidentified. Dried leaves.
VG14,S2(2),S2,NA,1.47,1,0.82,20.5 + 7.6,17.5,,,,Branched stem
VG14,S2(3),S2,NA,2.61,1.67,2.58,21 + 17.6,21.5,,,,Branched stem. A small portion of root was lost while sampling.
VG14,S3,S3,NA,4.19,2.72,1.43,36.6,15,,,"Galaxy J6: 20201228_105438, 20201225_105445",Unidentified. Dried leaves.
VG17,S1,S1,NA,0.48,0.19,0.04,11.4,8,,,Galaxy J6: 20201228_132522,Unidentified. Dried
VG17,S2,S2,NA,0.98,0.51,0.91,20.5,14.6,,,Galaxy J6: 20201228_132542,Unidentified. Dried. Nearly 1/3rd of the root was lost while sampling.
VG17,S3,S3,NA,1.49,0.31,0.37,14,16.6,,,Galaxy J6: 20201228_132606,Unidentified. Dried
VG17,S4,S4,NA,0.79,0.52,0.24,36.4,11.8,,,Galaxy J6: 20201228_132624,Unidentified. Dried
VG16,S1(1),S1,NA,2.43,1.5,0.74,27.2,12.5,,PsyNig,,Psychotria nigra. Dried. A very small portion of root was lost while sampling.
VG16,S1(2),S1,NA,2.88,1.61,0.83,20.2,9.6,,PsyNig,,Dried. A very small portion of root was lost while sampling.
VG16,S1(3),S1,NA,4.54,3.54,0.95,41.2,7.6,,PsyNig,,Dried.
VG16,S2,S2,NA,0.65,0.41,0.62,17.6,17.2,,,Galaxy J6: 20201228_141039,Dried. Unientified
VG16,S3,S3,NA,0.9,0.35,0.46,15.8,13.2,,,Galaxy J6: 20201228_141059,Dried. Unientified
VG16,S4,S4,NA,1.2,0.61,1.16,19.5,15.5,,,Galaxy J6: 20201228_141129,Dried. A small portion of root was lost while sampling. Unientified
VG16,S5,S5,0.49,5.04,2.46,5.32,46,25.6,,,"Galaxy J6: 20201228_141148, 20201225_141238, 20201225_141254",Dried. A small portion of root was lost while sampling. Unientified
VG15,S1,S1,NA,1.05,0.94,2.02,20.8,29,,,Galaxy J6: 20201228_154136,Unientified. Dried
VG15,S2,S2,NA,3.05,1.9,0.4,33.5 + 36.4 + 15,5.4,,,Galaxy J6: 20201228_154205,Unientified. Dried. A major portion of root was lost while sampling. Unientified
VG15,S3,S3,NA,9.81,8.44,1.8,49.8 +9,11.5,,,Galaxy J6: 20201228_154217,Unientified. Dried. Branched stem.
VG15,S4(1),S4,NA,10.98,8.81,4.98,38.2 + 18.2 ,24,,,Galaxy J6: 20201228_154311,Unientified. Dried
VG15,S4(2),S4,NA,2.82,2.41,1.89,31,18.2,,,,
VG15,S5,S5,NA,4.71,2.93,8.32,27.6 + 35.6 + 11.2,36.8,,,Galaxy J6: 20201228_154324,Unientified. Dried
VG20,S1(1),S1,0.19,1.04,0.65,0.32,22.4,7,,,"Galaxy J6: 20201228_141148, 20201228_141238, 20201228_141254",Unidentified. A small portion of root was lost while sampling. Unientified
VG20,S1(2),S1,NA,0.35,0.17,0.12,17.6,9.2,,,,Dried.
VG20,S2,S2,0.06,0.93,0.75,0.36,20.5,6.4,,,"Galaxy J6: 20201228_190644, 20201228_190652, 20201228_190704",Unidentified. A small portion of root was lost while sampling. Unientified
VG21,S1,S1,NA,4.68,3.95,4.34,29.4 + 7.5,21.5,,,Galaxy J6: 20201228_194016,Unientified. Dried. Branched stem.
VG21,S2,S2,NA,1.39,0.67,0.35,19.6,9.2,,,Galaxy J6: 20201228_194059,Unientified. Dried
VG21,S3(1),S3,NA,1.88,0.97,1.29,21.6,19.5 + 9.4,,,Galaxy J6: 20201228_194120,Unientified. Dried. Branched root
VG21,S3(2),S3,NA,0.2,0.12,0.78,10.6,26.4,,,,Dried.
VG21,S3(3),S3,NA,4.65,2.81,1.6,36.4,19.4,,,,Dried. A very small portion of root was lost while sampling. Unientified
VG21,S3(4),S3,NA,0.14,0.06,0.05,10.6,9.8,,,,Dried.
VG21,S3(5),S3,NA,0.99,0.79,0.35,29.5 + 15.2,12.6,,,,Dried. Branched stem.
VG21,S3(6),S3,NA,0.36,0.3,0.13,18,11.2 + 6.5,,,,Dried. Branched root.
VG21,S3(7),S3,NA,0.26,0.09,1,12,11.6,,,,Dried.
VG21,S4(1),S4,NA,2.54,1.31,1.03,46,18.6,,,Galaxy J6: 20201228_194153,Unientified. Dried
VG21,S4(2),S4,NA,2.19,1.85,0.98,41 + 28,22.8,,,,Dried. Branched stem.  A very small portion of root was lost while sampling. 
VG21,S4(3),S4,NA,3.66,1.1,2.08,46 + 22 + 17.5,31.4,,,,Dried. Branched stem.
VG22,S1(1),S1,0.77,6.38,3.82,1.9,38 + 12.2 + 12.8,14,,,"Galaxy J6: 20201230_001818, 20201230_001912, 20201230_001928",Unidentified. Branched stem. A major portion of root was lost while sampling.
VG22,S1(2),S1,0.75,4.36,2.58,1.7,33.8 + 11.2 + 7.2 + 11,10.8,,,,Branched stem. A major portion of root was lost while sampling.
VG22,S1(3),S1,0.57,4.2,1.83,1.14,27.5 + 6.5 + 7.2 + 6.5,11.8,,,,Branched stem. A major portion of root was lost while sampling.
VG22,S1(4),S1,NA,2.93,2.1,1.3,29.8 + 11 + 5.2,11.2,,,,"Branched stem. A major portion of root was lost while sampling. Leaves herbivored, so not scanned."
VG22,S1(5),S1,0.56,1.67,0.97,0.56,24,7.6,,,,Nearly half of root was lost while sampling.
VG22,S1(6),S1,0.93,2.78,1.12,0.7,23.6,8.8,,,,Nearly half of root was lost while sampling.
VG22,S2,S2,0.93,3.8,1.49,0.59,25.8,6.6,,GarMor,"Galaxy J6: 20201230_002000, 20201230_002010, 20201230_002033",Unidentified. Yellow sap. Garcinia sp? Nearly half of root was lost while sampling.
VG22,S3(1),S3,0.93,3.45,0.81,2.1,19.5,24.8,,,"Galaxy J6: 20201230_002927, 20201230_002941, 20201230_003000",Unidentified.
VG22,S3(2),S3,1,5.98,1.87,1.14,26.6 + 21.2,15.2,,,, A small portion of root was lost while sampling. Branched stem.
VG22,S3(3),S3,,4.63,1.74,1.01,31,15,,,, A small portion of root was lost while sampling. 
VG22,S4,S4,0.07,0.89,0.38,0.36,17.2,12.2,,,"Galaxy J6: 20201230_002126, 20201230_002154, 20201230_002221",Unidentified. Syzygium sp?
VG24,S1(1),S1,0.25,0.89,0.35,0.19,8,8.6,,PsyNig,,Psychotria nigra
VG24,S1(2),S1,0.35,2.57,0.76,0.9,10.2,22.2,,PsyNig,,Only one non - herbivored leaf was scanned.
VG24,S2,S2,0.19,0.61,0.16,0.28,7.2,11.8,,,"Galaxy J6: 20201230_035214, 20201230_035234, 20201230_035243",Unidentified.
VG23,S1(1),S1,0.52,2.36,0.85,1.2,10.6,16.4 + 5.4,,PsyNig,,Psychotria nigra
VG23,S1(2),S1,0.31,1.91,0.73,0.1,14,9.4,,PsyNig,,
VG23,S2,S2,NA,1.35,1.12,2.4,29.8 + 7.8,39.2 + 7.4,,,Galaxy J6: 20201230_035323,Unientified. Dried. Branched stem and root.
VG23,S3,S3,0.54,1.44,0.42,0.33,11.4,13.6,,,"Galaxy J6: 20201230_035340, 20201230_035346, 20201230_035401",Unientified.
VG25,S1,S1,NA,7.94,3.05,9.94,21.5,34.4,,,"Galaxy J6: 20201230_180506, 20201230_180535, 20201230_180553","Unidentified. Leaves herbivored, so not scanned. A small portion of root lost while sampling."
VG25,S2(1),S2,0.74,3.03,1.16,1.46,26.4,23,,Cin,"Galaxy J6: 20201230_180629, 20201230_180650, 20201230_180709",Cinnamummum sp?
VG25,S2(2),S2,1.53,9.69,2.83,3.22,28.2 + 14.4,21.6,,Cin,,A small portion of root lost while sampling. Branched stem.
VG25,S3,S3,0.28,1.73,0.65,0.77,18.8,15 + 5.4,,ClaDen,"Galaxy J6: 20201230_180734, 20201230_180750, 20201230_180801",Curry leaf like. Branched root.
VG25,S4(1),S4,0.71,2.36,0.87,0.83,17.8,8.8 + 5.5,,,"Galaxy J6: 20201230_180824, 20201230_180848, 20201230_180859",Unidentified. Branched root.
VG25,S4(2),S4,0.36,1.63,0.55,3.59,11.2,26.8,,,,A small portion of root lost while sampling.
VG25,S4(3),S4,0.24,0.6,0.21,0.32,8.6,11.6,,,,
VG25,S4(4),S4,NA,5.19,3.9,4.34,37.4,20.5,,,,Leaf herbivored and dried.
VG25,S5,S5,1.02,3.69,1.99,1.57,25.2 + 7.4,9.8,,,"Galaxy J6: 20201230_181114, 20201230_181128, 20201230_181152",Unidentified. Smallest of the small pieces in the bag is the broken stem.
VG25,S6,S6,1.12,6.37,1.98,1.66,41,13.4,,,"Galaxy J6: 20201230_181216, 20201230_181234, 20201230_181247",Unidentified. A small portion of root lost while sampling.
VG25,S7,S7,1.49,10.66,5.37,4.87,42,21.4,,,"Galaxy J6: 20201230_181313, 20201230_181327, 20201230_181343",Unidentified. Nearly 1/3rd of root was lost while sampling.
VG28,S1,S1,0.07,1.07,0.82,0.43,13,12.4,,,"Galaxy J6: 20201231_114621, 20201231_114643, 20201231_114654",Unidentified. A very small portion of root lost while sampling.
VG28,S2,S2,0.21,2.11,0.87,0.7,28.2,14.4,,,"Galaxy J6: 20201231_114944, 20201231_114958, 20201231_115018",Unidentified. A very small portion of root lost while sampling.
VG28,S3,S3,0.64,3.97,1.63,1.56,24.2,16,,,"Galaxy J6: 20201231_115034, 20201231_115057, 20201231_115107",Unidentified.
